title,authors,journal,year
MODEL CHECKERS–TOOLS AND LANGUAGES FOR SYSTEM DESIGN-A SURVEY,SR KB<comma> J Suryaprasad,Computer Science & Information Technology 1 (2)<comma> 39<comma> 0,
