title,authors,journal,year
A SURVEY PAPER OF INSPIRED RESOURCE MANANGEMENT ALGORITHMS IN CLOUD ENVIROMENT,SP Sudeepa Dey Roy     Bidisha Goswami     Swati Sampatrao Gambhire,International Journal of Applied Engineering Research 10 (24)  2015,2015
